Acc_X-Axis_mean,Acc_X-Axis_std,Acc_X-Axis_max,Acc_X-Axis_min,Acc_Y-Axis_mean,Acc_Y-Axis_std,Acc_Y-Axis_max,Acc_Y-Axis_min,Acc_Z-Axis_mean,Acc_Z-Axis_std,Acc_Z-Axis_max,Acc_Z-Axis_min,Gyro_X-Axis_mean,Gyro_X-Axis_std,Gyro_X-Axis_max,Gyro_X-Axis_min,Gyro_Y-Axis_mean,Gyro_Y-Axis_std,Gyro_Y-Axis_max,Gyro_Y-Axis_min,Gyro_Z-Axis_mean,Gyro_Z-Axis_std,Gyro_Z-Axis_max,Gyro_Z-Axis_min,Label
-0.3930810546875,0.6553916911499504,1.810791015625,-3.031982421875,-0.236181640625,0.259575378047062,0.38427734375,-1.2412109375,0.568681640625,0.5098395831130422,2.21337890625,-0.27587890625,-11.074416035353535,74.46371253220171,253.9921875,-228.109375,-14.115688131313131,73.78102157710539,152.8046875,-256.0,9.304292929292929,56.86497075838593,253.9921875,-88.4765625,1
-0.42664306640625,0.5450253235496004,0.72119140625,-2.256103515625,-0.4890771484375,0.31110184437190636,0.66845703125,-1.350341796875,0.5313232421875,0.45954425639009283,2.572998046875,-0.253662109375,-0.2566287878787879,57.32518947970345,253.9921875,-176.8359375,-14.730113636363637,73.61672903590738,253.9921875,-256.0,0.4567550505050505,42.41375019730761,199.140625,-110.671875,1
-0.38977294921875,0.8542176669064905,2.328857421875,-4.45947265625,-0.337919921875,0.3858592201567805,0.60791015625,-2.076904296875,0.30324951171875,0.5968550063524384,2.51611328125,-1.00927734375,-11.202730429292929,105.92981410869109,253.9921875,-256.0,-9.544191919191919,89.69278819253203,253.9921875,-256.0,8.214330808080808,70.49043065377566,215.28125,-239.921875,1
-0.35416259765625,0.8615937152634388,0.944091796875,-3.91748046875,-0.271201171875,0.3863674899296671,0.905029296875,-2.19482421875,0.53666259765625,0.8937515245804756,8.0,-0.32080078125,1.75125,78.68360832717808,253.9921875,-224.265625,-5.38640625,76.34318808810681,253.9921875,-256.0,5.554453125,71.16996714181853,239.9453125,-227.8203125,1
-0.3268505859375,0.741046630645061,1.16455078125,-2.40234375,-0.3173095703125,0.3636997585076093,0.74560546875,-1.78271484375,0.4733935546875,0.5021075201764472,2.797119140625,-0.22216796875,-3.6619318181818183,87.56026918834654,253.9921875,-256.0,-20.346196338383837,68.40002159760935,78.0546875,-256.0,1.295217803030303,74.84561085364663,253.9921875,-205.9296875,1
-0.27963917525773196,0.7340378525275397,1.503173828125,-2.734130859375,-0.4407241663981959,0.5121240670785251,1.109375,-2.20263671875,0.2637926868556701,0.48801804218380307,3.112060546875,-0.78173828125,1.4181315104166667,86.80728550452773,253.9921875,-242.3359375,-13.102457682291666,63.68577138454494,77.2421875,-256.0,1.1312662760416667,66.31022796544684,174.2109375,-237.1171875,1
-0.6871728515625,0.9352827964702887,1.25732421875,-7.937255859375,-0.3604638671875,0.29505623374414824,1.148681640625,-1.16015625,0.57407958984375,0.6388015851048546,5.169189453125,-1.0595703125,-8.500315656565656,55.541599798870685,253.9921875,-256.0,-12.28259154040404,50.52821109243401,97.203125,-208.5,4.765309343434343,44.924897665642995,189.625,-118.2734375,1
-0.492880859375,0.9350355210416278,0.227294921875,-7.937255859375,-0.587939453125,0.40345706570175444,1.54931640625,-1.632568359375,0.539228515625,0.5956318255470723,5.2705078125,-0.43994140625,-10.58175505050505,82.95490478771863,253.9921875,-256.0,-5.064472853535354,53.857798449387076,97.828125,-256.0,8.775252525252526,61.44458307744462,253.9921875,-143.1484375,1
-0.370830078125,0.9598827159783588,2.307373046875,-7.937255859375,-0.64661376953125,0.39473858883226565,0.61572265625,-1.935791015625,0.2658251953125,0.4761892168550074,3.879638671875,-2.05078125,-0.07867739898989899,67.93228047891654,253.9921875,-196.34375,-10.164220328282829,51.99984686626419,160.390625,-256.0,11.332465277777779,54.31517897620216,253.9921875,-123.546875,1
-0.45668212890625,0.8189158018814663,1.07763671875,-6.756591796875,-0.4640673828125,0.4970674302652731,2.658447265625,-1.501220703125,0.44529296875,0.3868207017698096,1.306884765625,-1.715576171875,-7.990609217171717,81.63626284939443,253.9921875,-256.0,-9.013415404040405,52.92444590343587,214.25,-256.0,9.54458648989899,52.65342071447648,253.9921875,-123.6015625,1
-0.445380859375,0.9525875427786702,2.09912109375,-7.937255859375,-0.460859375,0.6878846790548475,0.970703125,-6.41162109375,0.581376953125,0.5689159768186375,3.4443359375,-0.8583984375,0.17810921717171718,74.15376795391111,253.9921875,-256.0,-12.260653409090908,53.58821813751217,171.125,-256.0,7.108349116161616,63.773229393184394,253.9921875,-178.25,1
-0.47961171468098956,0.954553632379337,0.963134765625,-7.937255859375,-0.5456797281901041,0.6473108796472045,3.0419921875,-2.87060546875,0.3248291015625,0.9690498662168328,7.342041015625,-3.8203125,-8.601644736842106,84.86202363680938,253.9921875,-256.0,-5.573684210526316,57.80759155964016,128.75,-256.0,6.657154605263158,56.499735184275366,253.9921875,-196.890625,1
-0.46131103515625,0.9461414129566296,1.583251953125,-7.937255859375,-0.59156982421875,0.4379245540803583,0.801025390625,-1.676513671875,0.23845458984375,0.7805216936782711,6.7197265625,-2.611083984375,-6.7138573232323235,83.15639715640035,253.9921875,-215.359375,-6.098248106060606,49.580643449780794,159.015625,-256.0,10.90435606060606,50.96980041684741,253.9921875,-111.671875,1
-0.30451202392578125,0.751012002386608,3.416259765625,-2.81103515625,-0.0610809326171875,0.4842628999329099,1.049072265625,-2.125,-0.2762298583984375,0.7134844704364748,3.279296875,-2.226318359375,-1.9050986842105264,112.79610947919072,253.9921875,-256.0,-19.811924342105264,73.42593337174375,253.9921875,-256.0,26.318832236842105,72.08383006695847,253.9921875,-54.3984375,1
-0.3485498046875,0.7746260788617478,2.218017578125,-3.12353515625,0.03818359375,0.5508972630166731,1.026611328125,-3.588623046875,-0.1896728515625,0.7159254064083828,2.936279296875,-3.33154296875,-6.441524621212121,94.17152816315739,253.9921875,-256.0,-22.49826388888889,91.47703259398912,250.2265625,-256.0,23.849984217171716,76.92725541603019,253.9921875,-117.125,1
-0.47089599609375,1.1203428348360784,2.421142578125,-7.937255859375,0.00952880859375,0.6134017772009119,4.184326171875,-1.810791015625,-0.09431640625,0.833936478808662,4.852783203125,-1.852783203125,-10.067421875,104.77969540264303,253.9921875,-256.0,-21.184296875,91.0623348897072,253.9921875,-256.0,29.34453125,88.34548991877999,253.9921875,-138.1015625,1
